,target_code,target_description,concept_x,concept_y
1770,568351000000100,"Crystal arthropathy NOS, of the lower leg",,"Crystal arthropathy, unspecified"
1771,201694006,"Crystal arthropathy NOS, of the lower leg",,"Crystal arthropathy, unspecified"
1772,568341000000103,"Crystal arthropathy NOS, of the pelvic region and thigh",,"Crystal arthropathy, unspecified"
1773,201693000,"Crystal arthropathy NOS, of the pelvic region and thigh",,"Crystal arthropathy, unspecified"
1774,201689006,"Crystal arthropathy NOS, of the shoulder region",,"Crystal arthropathy, unspecified"
1775,568321000000105,"Crystal arthropathy NOS, of the shoulder region",,"Crystal arthropathy, unspecified"
1776,201690002,"Crystal arthropathy NOS, of the upper arm",,"Crystal arthropathy, unspecified"
1777,632041000000102,"Crystal arthropathy NOS, of the upper arm",,"Crystal arthropathy, unspecified"
1778,604651000000107,"Crystal arthropathy NOS, of tibiofibular joint",,"Crystal arthropathy, unspecified"
1779,201710009,"Crystal arthropathy NOS, of tibiofibular joint",,"Crystal arthropathy, unspecified"
1780,568401000000106,"Crystal arthropathy NOS, of wrist",,"Crystal arthropathy, unspecified"
1781,201702008,"Crystal arthropathy NOS, of wrist",,"Crystal arthropathy, unspecified"
1782,201688003,"Crystal arthropathy NOS, site unspecified",,"Crystal arthropathy, unspecified"
1783,568311000000104,"Crystal arthropathy NOS, site unspecified",,"Crystal arthropathy, unspecified"
1784,111216007,Crystal arthropathy of other site,,"Crystal arthropathy, unspecified"
1785,672261000000109,Other crystal arthropathies,,"Crystal arthropathy, unspecified"
1786,201674002,Other crystal arthropathies,,"Crystal arthropathy, unspecified"
1787,689631000000100,Other crystal arthropathies of multiple sites,,"Crystal arthropathy, unspecified"
1788,201684001,Other crystal arthropathies of multiple sites,,"Crystal arthropathy, unspecified"
1789,201685000,Other crystal arthropathies of other specified sites,,"Crystal arthropathy, unspecified"
1790,689641000000109,Other crystal arthropathies of other specified sites,,"Crystal arthropathy, unspecified"
1791,201682002,Other crystal arthropathies of the ankle and foot,,"Crystal arthropathy, unspecified"
1792,672311000000102,Other crystal arthropathies of the ankle and foot,,"Crystal arthropathy, unspecified"
1793,672291000000103,Other crystal arthropathies of the forearm,,"Crystal arthropathy, unspecified"
1794,201678004,Other crystal arthropathies of the forearm,,"Crystal arthropathy, unspecified"
1795,672301000000104,Other crystal arthropathies of the hand,,"Crystal arthropathy, unspecified"
1796,201679007,Other crystal arthropathies of the hand,,"Crystal arthropathy, unspecified"
1797,689591000000100,Other crystal arthropathies of the lower leg,,"Crystal arthropathy, unspecified"
1798,201681009,Other crystal arthropathies of the lower leg,,"Crystal arthropathy, unspecified"
1799,201680005,Other crystal arthropathies of the pelvic region and thigh,,"Crystal arthropathy, unspecified"
1800,672271000000102,Other crystal arthropathies of the pelvic region and thigh,,"Crystal arthropathy, unspecified"
1801,689571000000104,Other crystal arthropathies of the shoulder,,"Crystal arthropathy, unspecified"
1802,201676000,Other crystal arthropathies of the shoulder,,"Crystal arthropathy, unspecified"
1803,689581000000102,Other crystal arthropathies of the upper arm,,"Crystal arthropathy, unspecified"
1804,201677009,Other crystal arthropathies of the upper arm,,"Crystal arthropathy, unspecified"
1805,689561000000106,Other crystal arthropathies of unspecified site,,"Crystal arthropathy, unspecified"
1806,201675001,Other crystal arthropathies of unspecified site,,"Crystal arthropathy, unspecified"
1807,201686004,Other crystal arthropathy NOS,,"Crystal arthropathy, unspecified"
1808,689651000000107,Other crystal arthropathy NOS,,"Crystal arthropathy, unspecified"
1809,47639008,Pilonidal cyst,,Pilonidal cyst without abscess
1810,85224001,Pilonidal cyst with abscess,,Pilonidal cyst without abscess
1811,200712009,Pilonidal cyst with abscess,,Pilonidal cyst without abscess
1812,267785005,Pilonidal cyst with no abscess,,Pilonidal cyst without abscess
1813,76545008,Pilonidal cyst without abscess,,Pilonidal cyst without abscess
1814,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1815,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1816,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1817,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1818,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1819,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1820,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1821,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1822,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1823,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1824,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1825,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1826,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1827,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1828,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1829,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1830,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1831,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1832,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1833,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1834,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1835,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1836,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1837,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1838,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1839,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1840,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1841,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1842,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1843,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1844,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1845,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1846,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1847,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1848,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1849,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1850,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1851,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1852,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1853,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1854,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1855,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1856,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1857,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1858,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1859,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1860,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1861,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1862,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1863,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1864,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1865,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1866,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1867,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1868,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1869,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1870,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1871,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1872,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1873,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1874,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1875,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1876,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1877,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1878,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1879,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1880,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1881,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1882,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1883,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1884,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1885,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1886,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1887,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1888,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1889,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1890,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1891,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1892,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1893,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1894,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1895,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1896,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1897,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1898,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1899,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1900,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1901,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1902,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1903,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1904,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1905,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1906,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1907,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1908,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1909,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1910,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1911,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1912,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1913,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1914,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1915,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1916,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1917,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1918,389471000000108,[X]Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1919,76581006,Cholecystitis,,Calculus of gallbladder with other cholecystitis
1920,598011000000104,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1921,197414008,Cholecystitis NOS,,Calculus of gallbladder with other cholecystitis
1922,197412007,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1923,598001000000101,Other cholecystitis,,Calculus of gallbladder with other cholecystitis
1924,197413002,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1925,607061000000106,Other cholecystitis OS,,Calculus of gallbladder with other cholecystitis
1926,156305000,(Cellulitis - finger-paronychia) or (paronychia),,Cellulitis of finger and toe
1927,267830000,(Cellulitis - finger-paronychia) or (paronychia),,Cellulitis of finger and toe
1928,200643006,Digit: [paronychia] or [infected nailfold] or [cellulitis and abscess of NOS] or [nail infection NOS],,Cellulitis of finger and toe
1929,71906005,Paronychia,,Cellulitis of finger and toe
1930,12021001,Pyonychia,,Cellulitis of finger and toe
1931,268772005,(Psychogenic GIT symptoms: [aerophagy] or [globus] or [vomiting]) or (cyclical vomiting),,Nausea and vomiting
1932,18773000,Cyclical vomiting syndrome,,Nausea and vomiting
1933,307421005,Periodic syndrome,,Nausea and vomiting
1934,155570004,Acute exacerbation of chronic obstructive airways disease,,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"
1935,155571000,Acute exacerbation of chronic obstructive airways disease,,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"
